3.162278000000000137e-03	-3.681000000000000163e-05	1.379077890000000028e-01	3.162278000000000137e-03	-2.073098770000000035e-01	2.707456149999999950e-01	4.361027189800000059e+01
3.286414999999999996e-03	-3.974399999999999759e-05	1.433222369999999912e-01	3.286414999999999996e-03	-2.022735449999999990e-01	2.798349170000000163e-01	4.361051033799999743e+01
3.415425000000000145e-03	-4.291100000000000301e-05	1.489493279999999920e-01	3.415425000000000145e-03	-1.968763000000000041e-01	2.890923719999999864e-01	4.361076786000000283e+01
3.549500000000000138e-03	-4.632900000000000315e-05	1.547974229999999896e-01	3.549500000000000138e-03	-1.910968839999999946e-01	2.985016469999999811e-01	4.361104598699999713e+01
3.688837999999999839e-03	-5.001800000000000121e-05	1.608752099999999907e-01	3.688837999999999839e-03	-1.849137489999999884e-01	3.080430610000000069e-01	4.361134636999999969e+01
3.833646000000000015e-03	-5.399900000000000256e-05	1.671917199999999881e-01	3.833646000000000015e-03	-1.783053029999999983e-01	3.176931649999999996e-01	4.361167078700000133e+01
3.984139000000000257e-03	-5.829400000000000125e-05	1.737563410000000086e-01	3.984139000000000257e-03	-1.712502200000000085e-01	3.274242789999999848e-01	4.361202116100000126e+01
4.140539000000000372e-03	-6.292899999999999330e-05	1.805788319999999947e-01	4.140539000000000372e-03	-1.637278410000000128e-01	3.372039980000000048e-01	4.361239956600000056e+01
4.303078000000000111e-03	-6.792900000000000641e-05	1.876693349999999927e-01	4.303078000000000111e-03	-1.557186760000000003e-01	3.469946669999999789e-01	4.361280824499999653e+01
4.471998999999999939e-03	-7.332300000000000254e-05	1.950383970000000022e-01	4.471998999999999939e-03	-1.472050229999999904e-01	3.567528189999999988e-01	4.361324961900000119e+01
4.647550000000000292e-03	-7.914199999999999545e-05	2.026969779999999999e-01	4.647550000000000292e-03	-1.381717389999999879e-01	3.664285999999999932e-01	4.361372630000000328e+01
4.829993000000000307e-03	-8.541900000000000328e-05	2.106564730000000107e-01	4.829993000000000307e-03	-1.286071840000000133e-01	3.759651889999999774e-01	4.361424111099999834e+01
5.019598000000000115e-03	-9.218800000000000573e-05	2.189287269999999896e-01	5.019598000000000115e-03	-1.185043640000000009e-01	3.852982269999999931e-01	4.361479709900000046e+01
5.216644999999999789e-03	-9.948700000000000479e-05	2.275260570000000038e-01	5.216644999999999789e-03	-1.078623120000000019e-01	3.943552920000000239e-01	4.361539755500000126e+01
5.421427999999999837e-03	-1.073579999999999977e-04	2.364612630000000049e-01	5.421427999999999837e-03	-9.668773799999999530e-02	4.030554510000000090e-01	4.361604603100000332e+01
5.634250000000000369e-03	-1.158429999999999952e-04	2.457476570000000082e-01	5.634250000000000369e-03	-8.499699500000000574e-02	4.113089529999999772e-01	4.361674636499999735e+01
5.855426000000000381e-03	-1.249889999999999920e-04	2.553990780000000016e-01	5.855426000000000381e-03	-7.281837600000000410e-02	4.190171100000000259e-01	4.361750269800000268e+01
6.085285000000000173e-03	-1.348459999999999893e-04	2.654299139999999890e-01	6.085285000000000173e-03	-6.019479400000000285e-02	4.260724739999999788e-01	4.361831950300000216e+01
6.324167000000000330e-03	-1.454670000000000084e-04	2.758551249999999788e-01	6.324167000000000330e-03	-4.718685200000000135e-02	4.323594139999999975e-01	4.361920160799999735e+01
6.572426999999999610e-03	-1.569089999999999981e-04	2.866902669999999986e-01	6.572426999999999610e-03	-3.387630999999999976e-02	4.377552279999999962e-01	4.362015422599999681e+01
6.830431999999999997e-03	-1.692340000000000131e-04	2.979515160000000273e-01	6.830431999999999997e-03	-2.036993100000000084e-02	4.421319570000000199e-01	4.362118298400000072e+01
7.098565000000000257e-03	-1.825060000000000039e-04	3.096556930000000096e-01	7.098565000000000257e-03	-6.803629999999999747e-03	4.453591040000000056e-01	4.362229395899999673e+01
7.377223999999999934e-03	-1.967949999999999886e-04	3.218202889999999816e-01	7.377223999999999934e-03	6.653179000000000384e-03	4.473074659999999869e-01	4.362349370900000167e+01
7.666822000000000220e-03	-2.121740000000000052e-04	3.344634980000000257e-01	7.666822000000000220e-03	1.979324299999999856e-02	4.478543209999999997e-01	4.362478931300000085e+01
7.967787999999999954e-03	-2.287219999999999965e-04	3.476042380000000098e-01	7.967787999999999954e-03	3.236742900000000311e-02	4.468902140000000078e-01	4.362618841399999781e+01
8.280568999999999777e-03	-2.465219999999999955e-04	3.612621910000000103e-01	8.280568999999999777e-03	4.408137899999999693e-02	4.443275210000000031e-01	4.362769925999999998e+01
8.605629000000000056e-03	-2.656620000000000053e-04	3.754578250000000228e-01	8.605629000000000056e-03	5.459341799999999773e-02	4.401109469999999746e-01	4.362933075499999802e+01
8.943448999999999149e-03	-2.862350000000000267e-04	3.902124339999999969e-01	8.943448999999999149e-03	6.351437100000000002e-02	4.342299550000000008e-01	4.363109250600000166e+01
9.294530000000000500e-03	-3.083399999999999921e-04	4.055481719999999846e-01	9.294530000000000500e-03	7.041009800000000429e-02	4.267329120000000198e-01	4.363299488300000206e+01
9.659393000000000493e-03	-3.320789999999999896e-04	4.214880839999999851e-01	9.659393000000000493e-03	7.480760399999999977e-02	4.177424940000000197e-01	4.363504907499999774e+01
1.003857900000000060e-02	-3.575620000000000165e-04	4.380561530000000037e-01	1.003857900000000060e-02	7.620556600000000236e-02	4.074715090000000095e-01	4.363726715800000022e+01
1.043264999999999991e-02	-3.849020000000000089e-04	4.552773330000000063e-01	1.043264999999999991e-02	7.408996599999999322e-02	3.962378970000000056e-01	4.363966215899999668e+01
1.084219099999999929e-02	-4.142169999999999815e-04	4.731775930000000074e-01	1.084219099999999929e-02	6.795515300000000425e-02	3.844772759999999789e-01	4.364224813300000250e+01
1.126780900000000016e-02	-4.456299999999999736e-04	4.917839640000000179e-01	1.126780900000000016e-02	5.733015100000000280e-02	3.727510780000000135e-01	4.364504024299999685e+01
1.171013400000000051e-02	-4.792670000000000177e-04	5.111245810000000223e-01	1.171013400000000051e-02	4.180920600000000154e-02	3.617482020000000187e-01	4.364805484400000068e+01
1.216982399999999923e-02	-5.152579999999999921e-04	5.312287350000000075e-01	1.216982399999999923e-02	2.108475300000000122e-02	3.522783219999999771e-01	4.365130957699999925e+01
1.264755799999999972e-02	-5.537359999999999852e-04	5.521269239999999634e-01	1.264755799999999972e-02	-5.019901000000000224e-03	3.452555780000000074e-01	4.365482346799999647e+01
1.314404700000000072e-02	-5.948330000000000154e-04	5.738509059999999939e-01	1.314404700000000072e-02	-3.652154199999999712e-02	3.416724130000000081e-01	4.365861702899999841e+01
1.366002499999999925e-02	-6.386830000000000241e-04	5.964337579999999805e-01	1.366002499999999925e-02	-7.325516199999999867e-02	3.425646829999999810e-01	4.366271237899999846e+01
1.419625899999999927e-02	-6.854170000000000141e-04	6.199099329999999686e-01	1.419625899999999927e-02	-1.148623549999999993e-01	3.489706379999999997e-01	4.366713336299999781e+01
1.475354299999999917e-02	-7.351620000000000333e-04	6.443153299999999639e-01	1.475354299999999917e-02	-1.607919670000000079e-01	3.618876349999999853e-01	4.367190567899999820e+01
1.533270299999999961e-02	-7.880380000000000197e-04	6.696873519999999580e-01	1.533270299999999961e-02	-2.103133339999999907e-01	3.822312179999999837e-01	4.367705702500000342e+01
1.593459900000000068e-02	-8.441539999999999547e-04	6.960649859999999967e-01	1.593459900000000068e-02	-2.625405129999999754e-01	4.108011380000000101e-01	4.368261724300000282e+01
1.656012299999999951e-02	-9.036050000000000332e-04	7.234888739999999485e-01	1.656012299999999951e-02	-3.164640590000000198e-01	4.482580279999999751e-01	4.368861848000000236e+01
1.721020100000000136e-02	-9.664660000000000264e-04	7.520013920000000462e-01	1.721020100000000136e-02	-3.709856029999999971e-01	4.951128770000000068e-01	4.369509536200000355e+01
1.788580000000000031e-02	-1.032785999999999947e-03	7.816467390000000348e-01	1.788580000000000031e-02	-4.249498910000000240e-01	5.517294729999999703e-01	4.370208517199999676e+01
1.858791900000000136e-02	-1.102581999999999954e-03	8.124710219999999872e-01	1.858791900000000136e-02	-4.771691020000000116e-01	6.183380229999999589e-01	4.370962804799999901e+01
